Time,halTdb,wesTdb,easTdb
181200.0,285.149109319,283.363058347,283.828219936
181500.0,285.12515066,283.345904034,283.809332722
181800.0,285.10130823,283.329247565,283.790949525
182100.0,285.077593519,283.313002055,283.772984463
182400.0,285.054016228,283.297113396,283.755384099
182700.0,285.030584482,283.281546476,283.738113734
183000.0,285.007305061,283.266277288,283.721149587
183300.0,284.984183601,283.25128843,283.704474352
183600.0,284.961224781,283.236566532,283.688074669
183900.0,284.938432472,283.222100772,283.67193967
184200.0,284.915826655,283.204261898,283.652474425
184500.0,284.89330915,283.184485793,283.631098508
184800.0,284.870878352,283.163439939,283.608482355
185100.0,284.848513676,283.141602379,283.58510007
185400.0,284.82619432,283.119252481,283.561226489
185700.0,284.803902402,283.096553831,283.537021473
186000.0,284.78162305,283.073603454,283.512579281
186300.0,284.759344101,283.050460145,283.487956748
186600.0,284.737055695,283.027160653,283.463189267
186900.0,284.714749883,283.003728913,283.438299832
187200.0,284.692420284,282.980181311,283.413304181
187500.0,284.670061786,282.95652971,283.388213718
187800.0,284.647661512,282.930957644,283.36119493
188100.0,284.625199801,282.90418841,283.332982958
188400.0,284.602658693,282.876636959,283.303997218
188700.0,284.580022628,282.848542867,283.274478453
189000.0,284.55727856,282.820046142,283.244566532
189300.0,284.534415776,282.791230157,283.21434428
189600.0,284.511425617,282.762145957,283.183862148
189900.0,284.488301156,282.732826007,283.153152083
190200.0,284.465036913,282.703291992,283.122235357
190500.0,284.441628591,282.673559243,283.091126979
190800.0,284.418072861,282.643639258,283.059838193
191100.0,284.394367182,282.613541146,283.028377906
191400.0,284.370508715,282.583069103,282.996532156
191700.0,284.346494134,282.552306744,282.964392246
192000.0,284.322320632,282.521303249,282.932011428
192300.0,284.297985938,282.490088299,282.899421534
192600.0,284.273488283,282.458680492,282.866642284
192900.0,284.248826336,282.427092072,282.833686499
193200.0,284.223999148,282.395331591,282.800563022
193500.0,284.199006084,282.363405407,282.76727835
193800.0,284.173846776,282.331318539,282.733837559
194100.0,284.148521076,282.299075148,282.700244827
194400.0,284.123029019,282.266678815,282.666503729
194700.0,284.097370789,282.234132711,282.632617418
195000.0,284.07156521,282.20279274,282.599969042
195300.0,284.045644605,282.172217403,282.568103007
195600.0,284.019636737,282.142160346,282.536766324
195900.0,283.993565147,282.112483213,282.505817582
196200.0,283.967449708,282.083107525,282.475176935
196500.0,283.941307204,282.053988125,282.444798633
196800.0,283.915151862,282.025098512,282.41465594
197100.0,283.888994999,281.996427429,282.384629607
197400.0,283.862863545,281.967862079,282.356975367
197700.0,283.836804933,281.939354623,282.332391961
198000.0,283.81087216,281.91090117,282.310650722
198300.0,283.813996237,281.882538804,282.291726143
198600.0,283.812582001,281.860398658,282.301887927
198900.0,283.807903726,281.841881996,282.341329816
199200.0,283.801346957,281.825403421,282.410779893
199500.0,283.794200495,281.810015803,282.5111928
199800.0,283.787643298,281.794938214,282.648259372
200100.0,283.782226358,281.782972931,282.751337693
200400.0,283.777780977,281.774285418,282.813091786
200700.0,283.774019027,281.767918649,282.852541706
201000.0,283.770737789,281.763401988,282.881416469
201300.0,283.767849458,281.760362276,282.906019095
201600.0,283.765325412,281.758577851,282.929737091
201900.0,283.764421789,282.1834925,283.37317419
202200.0,283.766628708,282.443030379,283.655060124
202500.0,283.771876392,282.61600407,283.851094349
202800.0,283.779846394,282.735364883,283.998135251
203100.0,283.790146889,282.820755475,284.115213042
203400.0,283.802350317,282.885414513,284.212690293
203700.0,283.816056042,282.937348691,284.297242148
204000.0,283.831411259,282.981375628,284.373294304
204300.0,283.84848873,283.020485758,284.442923133
204600.0,283.867243118,283.056457475,284.507579752
204900.0,283.887583016,283.090394274,284.568428435
205200.0,283.90940495,283.122970976,284.626335642
205500.0,283.932594522,283.154606003,284.681943438
205800.0,283.957038107,283.189283384,284.741309004
206100.0,283.982686328,283.226108932,284.803091754
206400.0,284.009512796,283.264338647,284.866245596
206700.0,284.037475185,283.303492963,284.93004739
207000.0,284.066531903,283.34391215,284.993984334
207300.0,284.096637406,283.385715453,285.057716349
207600.0,284.127748665,283.428909774,285.121005351
207900.0,284.159824345,283.473484367,285.183685672
208200.0,284.19282469,283.519462602,285.245641098
208500.0,284.226711236,283.567009155,285.30678991
208800.0,284.261450969,283.616078758,285.36705591
209100.0,284.297002158,283.666348576,285.426421702
209400.0,284.333262616,283.716899303,285.48168396
209700.0,284.370101873,283.767574476,285.533615076
210000.0,284.407414066,283.818286877,285.582766174
210300.0,284.445112518,283.868994905,285.629539263
210600.0,284.483125897,283.919686081,285.674234025
210900.0,284.52139522,283.970365871,285.71707919
211200.0,284.559871461,284.021050353,285.758254163
211500.0,284.598513637,284.071761506,285.797903152
211800.0,284.637287283,284.122524268,285.836144688
212100.0,284.67616324,284.173364764,285.873078369
212400.0,284.715116692,284.22430931,285.908789546
212700.0,284.754126399,284.27538397,285.943352617
213000.0,284.793133916,284.324882429,285.974756099
213300.0,284.832066029,284.373171085,286.003541595
213600.0,284.870863681,284.420515412,286.030097289
213900.0,284.909479094,284.467116083,286.054708298
214200.0,284.947873592,284.513141459,286.077595055
214500.0,284.986015498,284.558597683,286.098936553
214800.0,285.023881027,284.603435296,286.118873501
215100.0,285.061449141,284.647679239,286.137534298
215400.0,285.09870349,284.69139105,286.155026653
215700.0,285.135631181,284.7346355,286.171443557
216000.0,285.172218859,284.777305786,286.186696501
216300.0,285.208382347,284.771139448,286.152377171
216600.0,285.244050614,284.783251089,286.136405465
216900.0,285.279322446,284.807902121,286.13265248
217200.0,285.314298036,284.841645017,286.137043354
217500.0,285.349069393,284.882100324,286.146940914
217800.0,285.383716314,284.927635188,286.160655677
218100.0,285.418307282,284.977115738,286.177082786
218400.0,285.452901351,285.029750336,286.195481226
218700.0,285.487549228,285.084989367,286.215347898
219000.0,285.52229424,285.142458172,286.236337815
219300.0,285.557173317,285.201862459,286.258211455
219600.0,285.592217983,285.262915915,286.2807991
219900.0,285.627730603,285.430106619,286.409491589
220200.0,285.663954067,285.558352741,286.500774256
220500.0,285.700800097,285.660774509,286.566998171
220800.0,285.738156913,285.746213599,286.616295147
221100.0,285.775909997,285.820362795,286.653913334
221400.0,285.813953496,285.886871668,286.683303909
221700.0,285.852194318,285.948149146,286.706769874
222000.0,285.890553459,286.00583641,286.725850122
222300.0,285.928964422,286.061048982,286.741584806
222600.0,285.967372144,286.114525499,286.754690245
222900.0,286.005730407,286.16675893,286.765674493
223200.0,286.04399993,286.218082612,286.774904373
223500.0,286.082147043,286.268724388,286.782646902
223800.0,286.120105577,286.31814702,286.789951703
224100.0,286.157805248,286.366296353,286.796617451
224400.0,286.195188937,286.413141918,286.802536827
224700.0,286.232209958,286.458670226,286.807663489
225000.0,286.26883017,286.502879261,286.811992694
225300.0,286.305018621,286.545774493,286.815549207
225600.0,286.340750644,286.58736635,286.818379715
225900.0,286.376007336,286.627668714,286.820548272
226200.0,286.410775372,286.666698148,286.82213393
226500.0,286.445047166,286.704473612,286.823230022
226800.0,286.478821449,286.741016508,286.823944808
227100.0,286.512104746,286.776350242,286.824403378
227400.0,286.544925521,286.80903241,286.820582523
227700.0,286.577342468,286.839771267,286.813259725
228000.0,286.609353976,286.869099618,286.802993958
228300.0,286.640775148,286.897441443,286.790169356
228600.0,286.671479677,286.925161025,286.775059599
228900.0,286.701388963,286.952606213,286.758152172
229200.0,286.730456147,286.980142462,286.739873931
229500.0,286.758650834,287.008193786,286.720431052
229800.0,286.785960634,287.037279631,286.699934457
230100.0,286.812388211,287.068072423,286.678446298
230400.0,286.837936509,287.099076133,286.656013283
230700.0,286.862521289,287.103883665,286.632501056
231000.0,286.886049971,287.117221938,286.606446725
231300.0,286.908625963,287.140274077,286.578445185
231600.0,286.93039862,287.175319714,286.548736118
231900.0,286.951503198,287.225192391,286.517537018
232200.0,286.972056657,287.294730025,286.484944509
232500.0,286.991895189,287.304786255,286.454595606
232800.0,287.010790997,287.256377347,286.426254274
233100.0,287.028363476,287.171521611,286.399216905
233400.0,287.044158946,287.065749776,286.372820148
233700.0,287.057790458,286.950238403,286.346552053
234000.0,287.068995454,286.833168966,286.320023543
234300.0,287.076440665,286.2438772,285.831110289
234600.0,287.078682491,285.844192303,285.517969114
234900.0,287.075794613,285.584469331,285.320787672
235200.0,287.068135164,285.409239193,285.1906988
235500.0,287.056251435,285.282719279,285.098116591
235800.0,287.040738091,285.184551851,285.026697342
236100.0,287.02216485,285.103299947,284.967431351
236400.0,287.001046081,285.032674756,284.915454353
236700.0,286.97782233,284.969142485,284.868088234
237000.0,286.952860508,284.910683828,284.82384209
237300.0,286.92647739,284.856065624,284.781844363
237600.0,286.898927746,284.804511257,284.741570793
237900.0,286.870415934,284.755500044,284.702687012
238200.0,286.841115496,284.708365029,284.664672472
238500.0,286.811173637,284.662998145,284.627535994
238800.0,286.780708104,284.619277075,284.591250969
239100.0,286.749816156,284.577074781,284.555772483
239400.0,286.718579358,284.536265903,284.521047292
239700.0,286.687066584,284.496731035,284.487019901
240000.0,286.655336212,284.45835897,284.453635982
240300.0,286.623437865,284.421047553,284.42084413
240600.0,286.59141383,284.38470371,284.388596632
240900.0,286.559300212,284.349243033,284.356849689
241200.0,286.52712789,284.314589166,284.325563355
241500.0,286.466504549,284.28040617,284.2944919
241800.0,286.411503275,284.24782116,284.26471812
242100.0,286.360649974,284.216385224,284.235823059
242400.0,286.312913439,284.185836297,284.207571713
242700.0,286.267565857,284.156013525,284.179827375
243000.0,286.224086364,284.126811676,284.152506412
243300.0,286.182097628,284.098157169,284.125554507
243600.0,286.141323007,284.069995248,284.098934042
243900.0,286.101557082,284.042282909,284.072617285
244200.0,286.062645363,284.01498488,284.046582627
244500.0,286.024470278,283.988071257,284.020812413
244800.0,285.98693099,283.961515232,283.995292615
245100.0,285.949729225,283.911247491,283.945993106
245400.0,285.912899496,283.870800705,283.906415428
245700.0,285.876388819,283.835814646,283.872208533
246000.0,285.840175057,283.803909488,283.840999321
246300.0,285.804246124,283.773794496,283.811504404
246600.0,285.76859541,283.744773953,283.783035125
246900.0,285.73316075,283.716369163,283.755131456
247200.0,285.697964745,283.68847102,283.72768246
247500.0,285.66303412,283.660983598,283.700591006
247800.0,285.628366844,283.633812997,283.673768203
248100.0,285.593954905,283.606899252,283.647159474
248400.0,285.559798978,283.580209698,283.620735754
248700.0,285.525842874,283.553690459,283.594453869
249000.0,285.492112631,283.525932652,283.566894504
249300.0,285.458580045,283.497498643,283.538627589
249600.0,285.425232079,283.468741697,283.510010502
249900.0,285.392057191,283.439875447,283.48126005
250200.0,285.359044829,283.411020995,283.452499958
250500.0,285.326185883,283.382244683,283.423798792
250800.0,285.293472767,283.353581671,283.395193636
251100.0,285.260899289,283.325049659,283.366703878
251400.0,285.228460469,283.296656659,283.33833903
251700.0,285.196152326,283.268405362,283.310103111
252000.0,285.163971692,283.240295564,283.281997107
252300.0,285.131916044,283.212325516,283.254020335
252600.0,285.099981039,283.184721881,283.226402046
252900.0,285.068167937,283.157385759,283.199043453
253200.0,285.03648321,283.130278246,283.17190578
253500.0,285.004926325,283.103347823,283.144937992
253800.0,284.973499891,283.07656794,283.118113912
254100.0,284.942202233,283.049912132,283.091407586
254400.0,284.911032075,283.023366816,283.064805895
254700.0,284.879988382,282.996924749,283.03830201
255000.0,284.849070191,282.970581601,283.011891976
255300.0,284.818276525,282.944334367,282.985573135
255600.0,284.787606359,282.918180663,282.959343423
255900.0,284.757058621,282.892118422,282.933201075
256200.0,284.726659774,282.86669033,282.907691732
256500.0,284.696440673,282.841680352,282.882597598
256800.0,284.666366476,282.81692264,282.857753393
257100.0,284.636405286,282.792354816,282.833097463
257400.0,284.606525515,282.767953397,282.808607077
257700.0,284.576748985,282.743698962,282.78426219
258000.0,284.547102867,282.719560526,282.76003113
258300.0,284.517599599,282.695523579,282.735899307
258600.0,284.488242191,282.671583286,282.711862133
258900.0,284.459026983,282.64773718,282.687917524
259200.0,284.429956209,282.623982393,282.664062913
