Time,weaPAtm,weaTDewPoi,weaTDryBul,weaRelHum,weaNOpa,weaCelHei,weaNTot,weaWinSpe,weaWinDir,weaHHorIR,weaHDirNor,weaHGloHor,weaHDifHor,weaSolZen,weaTBlaSky,weaTWetBul,weaSolTim,weaCloTim,lat,lon
11664000,101325,276.45,279.25,0.83,0.2,2000,0.2,2.6,0.698132,286.782,0.0001,0.0001,0.0001,2.08473,265.934,277.941,11664700,11664000,0.732689,-1.53449
11667600,101325,276.45,279.25,0.83,0.4,2000,0.4,3.1,0.698132,288.917,0.0001,0.0001,0.0001,2.04639,267.116,277.941,11668300,11667600,0.732689,-1.53449
11671200,101325,276.45,278.75,0.86,0.5,2000,0.5,2.6,0.523599,291,0.0001,0.0001,0.0001,1.95892,267.142,277.697,11671900,11671200,0.732689,-1.53449
11674800,101325,276.45,279.25,0.83,0.6,2440,0.6,3.1,0.523599,295,0.0001,0.0001,0.0001,1.83256,268.212,277.941,11675500,11674800,0.732689,-1.53449
11678400,101325,277.05,279.25,0.86,0.7,1680,0.7,2.1,0.698132,293.01,0.0001,2.24468,0.0001,1.67799,269.13,278.176,11679100,11678400,0.732689,-1.53449
11682000,101325,277.05,279.85,0.83,0.2,2000,0.7,3.1,1.0472,285.765,30.9111,32.1798,37.425,1.50418,266.644,278.511,11682700,11682000,0.732689,-1.53449
11685600,101325,279.25,282.05,0.83,0.011,2000,0.6,3.1,1.22173,294.433,218.954,164.021,102.007,1.31803,267.23,280.598,11686300,11685600,0.732689,-1.53449
11689200,101325,279.85,284.85,0.72,0.011,2000,0.6,3.1,1.5708,305.436,431.377,353.339,163.249,1.12515,270.021,282.171,11689900,11689200,0.732689,-1.53449
11692800,101325,279.85,287.05,0.62,0.011,2000,0.6,4.1,1.5708,317.825,442.317,503.49,243.429,0.930865,272.106,283.072,11693500,11692800,0.732689,-1.53449
11696400,101325,279.85,288.15,0.58,0.2,2000,0.9,6.2,1.5708,328.206,432.965,633.818,314.564,0.742092,275.211,283.561,11697100,11696400,0.732689,-1.53449
11700000,101325,279.85,288.75,0.56,0.3,2000,1,5.2,1.5708,334.661,438.425,741.638,367.767,0.571168,276.464,283.832,11700700,11700000,0.732689,-1.53449
11703600,101325,279.85,289.85,0.52,0.4,2000,1,6.2,1.5708,354.463,145.479,544.348,408.69,0.444808,278.065,284.252,11704300,11703600,0.732689,-1.53449
11707200,101325,278.75,289.25,0.5,1,4570,1,7.7,1.22173,368.068,0.591578,428.699,426.417,0.40992,283.751,283.501,11707900,11707200,0.732689,-1.53449
11710800,101325,278.15,289.25,0.48,1,3660,1,5.2,1.39626,365.55,3.54918,432.721,433.061,0.487137,283.605,283.245,11711500,11710800,0.732689,-1.53449
11714400,101325,277.55,288.75,0.48,1,3660,1,7.2,1.5708,361.958,4.46753,350.948,346.692,0.635863,282.969,282.839,11715100,11714400,0.732689,-1.53449
11718000,101325,277.55,288.15,0.5,1,3660,1,5.7,1.39626,360,4.08929,255.686,253.141,0.815909,282.381,282.598,11718700,11718000,0.732689,-1.53449
11721600,101325,277.55,288.15,0.5,1,1680,1,6.2,1.39626,358.5,3,167.195,165.828,1.00775,282.381,282.598,11722300,11721600,0.732689,-1.53449
11725200,101325,279.25,287.05,0.6,1,1680,1,5.7,1.22173,355.5,1.5,71.7133,70.5311,1.20193,281.712,282.847,11725900,11725200,0.732689,-1.53449
11728800,101325,280.95,285.95,0.72,1,1680,1,4.1,1.74533,351,0.4375,34.0558,33.62,1.39244,281.037,283.172,11729500,11728800,0.732689,-1.53449
11732400,101325,283.15,284.25,0.93,1,1680,1,2.1,4.18879,347.452,0.0001,6.90476,6.97674,1.57399,279.879,283.615,11733100,11732400,0.732689,-1.53449
11736000,101325,283.15,284.25,0.93,1,1160,1,3.6,1.74533,349.823,0.0001,0.0001,0.0001,1.74056,279.879,283.615,11736700,11736000,0.732689,-1.53449
11739600,101325,283.15,284.85,0.9,1,1400,1,4.1,1.74533,349.467,0.0001,0.0001,0.0001,1.88446,280.47,283.921,11740300,11739600,0.732689,-1.53449
11743200,101325,282.55,284.25,0.9,1,1010,1,5.7,1.5708,343.8,0.0001,0.0001,0.0001,1.99595,279.74,283.339,11743900,11743200,0.732689,-1.53449
11746800,101325,282.05,283.15,0.93,1,1010,1,6.2,1.39626,341.778,0.0001,0.0001,0.0001,2.0642,278.541,282.538,11747500,11746800,0.732689,-1.53449
11750400,101325,281.45,283.75,0.86,1,700,1,5.2,1.39626,342.127,0.0001,0.0001,0.0001,2.08043,278.992,282.487,11751100,11750400,0.732689,-1.53449
11754000,101325,281.45,283.15,0.89,1,490,1,5.2,1.74533,339.179,0.0001,0.0001,0.0001,2.04226,278.402,282.182,11754700,11754000,0.732689,-1.53449
11757600,101325,281.45,282.55,0.93,1,370,1,5.7,1.5708,338,0.0001,0.0001,0.0001,1.9551,277.812,281.95,11758300,11757600,0.732689,-1.53449
11761200,101325,281.45,282.55,0.93,1,270,1,4.1,1.39626,338,0.0001,0.0001,0.0001,1.82909,277.812,281.95,11761900,11761200,0.732689,-1.53449
11764800,101325,281.45,282.55,0.93,1,210,1,3.6,1.39626,340.795,0.0001,2.30769,2.30769,1.67486,277.812,281.95,11765500,11764800,0.732689,-1.53449
11768400,101325,282.05,283.75,0.9,1,210,1,4.6,1.39626,343.038,0.0001,26.7079,26.686,1.50132,279.132,282.854,11769100,11768400,0.732689,-1.53449
11772000,101325,282.55,283.15,0.96,1,180,1,4.6,1.22173,343.014,0.5,88.3409,88.3368,1.31537,278.657,282.802,11772700,11772000,0.732689,-1.53449
11775600,101325,282.55,283.75,0.93,1,180,1,3.1,1.39626,348.778,1,189.23,188.755,1.12258,279.248,283.125,11776300,11775600,0.732689,-1.53449
11779200,101325,283.75,284.85,0.93,1,150,1,5.7,1.39626,353.5,1,300.712,300.068,0.928266,280.609,284.203,11779900,11779200,0.732689,-1.53449
11782800,101325,284.25,285.35,0.93,1,150,1,4.6,1.39626,356.5,0.5,347.893,348.056,0.739289,281.217,284.693,11783500,11782800,0.732689,-1.53449
11786400,101325,284.85,285.95,0.93,1,120,1,4.1,1.22173,358.8,0.0001,380.502,379.911,0.567911,281.948,285.28,11787100,11786400,0.732689,-1.53449
11790000,101325,285.35,285.95,0.96,1,60,1,4.1,1.22173,358.981,0.0001,423.306,422.999,0.440873,282.063,285.569,11790700,11790000,0.732689,-1.53449
11793600,101325,285.35,285.95,0.96,1,60,1,3.6,1.39626,360.444,0.4375,435.831,435.327,0.40567,282.063,285.569,11794300,11793600,0.732689,-1.53449
11797200,101325,285.95,286.45,0.96,1,60,1,5.2,1.22173,362.337,1.02083,435.573,434.311,0.483375,282.694,286.063,11797900,11797200,0.732689,-1.53449
11800800,101325,285.95,286.45,0.96,1,60,1,4.1,1.0472,361.013,1.54167,323.096,322.342,0.632676,282.694,286.063,11801500,11800800,0.732689,-1.53449
11804400,101325,285.95,285.95,0.989,1,60,1,2.6,0.872665,359.55,1.54167,181,179.78,0.813053,282.201,285.846,11805100,11804400,0.732689,-1.53449
11808000,101325,285.35,285.95,0.96,1,90,1,3.1,0.349066,357.062,1.02083,133,132.547,1.00502,282.063,285.569,11808700,11808000,0.732689,-1.53449
11811600,101325,284.85,285.35,0.96,1,150,1,4.1,0.174533,353.854,0.4375,82.3056,82.3235,1.19918,281.356,284.976,11812300,11811600,0.732689,-1.53449
11815200,101325,284.85,284.85,0.989,1,60,1,3.1,1.0472,352.427,0.0001,33.1717,33.2273,1.38957,280.863,284.749,11815900,11815200,0.732689,-1.53449
11818800,101325,284.25,284.85,0.96,1,60,1,3.1,0.349066,352.281,0.0001,5.02273,5.02273,1.57091,280.725,284.482,11819500,11818800,0.732689,-1.53449
11822400,101325,284.25,284.85,0.96,1,30,1,4.1,0.698132,350.5,0.0001,0.0001,0.0001,1.7372,280.725,284.482,11823100,11822400,0.732689,-1.53449
11826000,101325,283.75,284.25,0.96,1,60,1,2.6,0.174533,347.5,0.0001,0.0001,0.0001,1.88079,280.018,283.889,11826700,11826000,0.732689,-1.53449
11829600,101325,283.75,283.75,0.989,1,30,1,0.000001,0.001,347,0.0001,0.0001,0.0001,1.99198,279.526,283.653,11830300,11829600,0.732689,-1.53449
11833200,101325,284.25,284.25,0.989,1,90,1,3.1,5.93412,349.212,0.0001,0.0001,0.0001,2.06002,280.133,284.151,11833900,11833200,0.732689,-1.53449
11836800,101325,284.25,284.25,0.989,1,90,1,3.1,5.93412,347.253,0.0001,0.0001,0.0001,2.07623,280.133,284.151,11837500,11836800,0.732689,-1.53449
11840400,101325,283.75,283.75,0.989,1,90,1,2.1,5.23599,349.17,0.0001,0.0001,0.0001,2.03823,279.526,283.653,11841100,11840400,0.732689,-1.53449
11844000,101325,284.85,284.85,0.989,1,60,1,3.1,4.53786,354.99,0.0001,0.0001,0.0001,1.95138,280.863,284.749,11844700,11844000,0.732689,-1.53449
11847600,101325,285.35,285.35,0.989,1,90,1,4.1,5.41052,356,0.0001,0.0001,0.0001,1.82573,281.471,285.248,11848300,11847600,0.732689,-1.53449
11851200,101325,285.35,285.35,0.989,1,150,1,3.1,5.41052,356,0.0001,3.4375,3.4375,1.67183,281.471,285.248,11851900,11851200,0.732689,-1.53449
11854800,101325,285.35,285.35,0.989,1,210,1,2.6,6.10865,355.607,0.0001,14.7204,15.0875,1.49856,281.471,285.248,11855500,11854800,0.732689,-1.53449
11858400,101325,284.85,285.35,0.96,1,180,1,3.1,5.93412,354.743,0.0001,82.6792,82.3953,1.3128,281.356,284.976,11859100,11858400,0.732689,-1.53449
11862000,101325,284.85,285.35,0.96,1,210,1,2.6,4.71239,357.27,0.458333,172.5,172.001,1.1201,281.356,284.976,11862700,11862000,0.732689,-1.53449
11865600,101325,284.85,286.45,0.9,1,240,1,2.1,4.71239,366.035,0.5,275.623,275.137,0.925764,282.441,285.473,11866300,11865600,0.732689,-1.53449
11869200,101325,285.95,288.15,0.87,1,310,1,2.1,4.01426,367.831,0.541667,350.719,350.122,0.736589,284.372,286.808,11869900,11869200,0.732689,-1.53449
11872800,101325,284.85,287.05,0.87,1,520,1,3.1,4.18879,369.389,1,401.713,400.486,0.564763,283.032,285.75,11873500,11872800,0.732689,-1.53449
11876400,101325,285.95,288.75,0.84,1,880,1,3.1,3.66519,374.5,1,446.379,446.126,0.437046,284.964,287.06,11877100,11876400,0.732689,-1.53449
11880000,101325,284.85,289.25,0.75,1,580,1,3.1,4.36332,375.5,1,428.9,427.893,0.40151,285.201,286.522,11880700,11880000,0.732689,-1.53449
11883600,101325,285.35,289.25,0.78,1,640,1,3.1,4.71239,376.208,0.5,409.374,408.909,0.479684,285.318,286.864,11884300,11883600,0.732689,-1.53449
11887200,101325,285.35,289.25,0.78,1,580,1,2.1,4.88692,374.917,0.458333,377.165,376.141,0.629543,285.318,286.864,11887900,11887200,0.732689,-1.53449
11890800,101325,285.95,288.75,0.84,1,580,1,3.1,6.28219,374,1.10417,318.664,317.849,0.810239,284.964,287.06,11891500,11890800,0.732689,-1.53449
11894400,101325,285.95,288.75,0.84,1,700,1,2.6,4.18879,374,0.4375,235.855,236.159,1.00232,284.964,287.06,11895100,11894400,0.732689,-1.53449
11898000,101325,285.95,288.75,0.84,1,1010,1,1.5,4.88692,373.114,0.0001,108.222,108.21,1.19646,284.964,287.06,11898700,11898000,0.732689,-1.53449
11901600,101325,285.95,288.15,0.87,1,760,1,3.1,1.5708,365.859,0.0001,42.0204,42.0204,1.38673,284.372,286.808,11902300,11901600,0.732689,-1.53449
11905200,101325,285.35,286.45,0.93,1,1680,1,3.1,1.22173,359.944,0.0001,13.3397,13.3397,1.56787,282.556,285.77,11905900,11905200,0.732689,-1.53449
11908800,101325,285.35,285.95,0.96,1,150,1,3.1,1.5708,356.883,0.0001,0.0001,0.0001,1.73389,282.063,285.569,11909500,11908800,0.732689,-1.53449
11912400,101325,284.25,285.35,0.93,1,120,1,2.6,0.872665,355.075,0.0001,0.0001,0.0001,1.87718,281.217,284.693,11913100,11912400,0.732689,-1.53449
11916000,101325,284.25,285.35,0.93,1,180,1,2.6,1.0472,353.5,0.0001,0.0001,0.0001,1.98809,281.217,284.693,11916700,11916000,0.732689,-1.53449
11919600,101325,284.25,284.85,0.96,1,120,1,2.1,1.0472,350.5,0.0001,0.0001,0.0001,2.05594,280.725,284.482,11920300,11919600,0.732689,-1.53449
11923200,101325,284.25,284.25,0.989,1,90,1,3.1,1.22173,343.891,0.0001,0.0001,0.0001,2.07213,280.133,284.151,11923900,11923200,0.732689,-1.53449
11926800,101325,282.55,282.55,0.989,1,120,1,2.6,1.0472,338.293,0.0001,0.0001,0.0001,2.0343,278.067,282.457,11927500,11926800,0.732689,-1.53449
11930400,101325,282.05,282.55,0.96,1,270,1,2.1,1.39626,337.775,0.0001,0.0001,0.0001,1.94776,277.951,282.209,11931100,11930400,0.732689,-1.53449
11934000,101325,282.05,282.55,0.96,1,340,1,0.000001,0.001,341.621,0.0001,0.0001,0.0001,1.82246,277.951,282.209,11934700,11934000,0.732689,-1.53449
11937600,101325,283.75,283.75,0.989,1,180,1,2.1,1.22173,348.045,0.0001,2.84615,2.84615,1.66889,279.526,283.653,11938300,11937600,0.732689,-1.53449
11941200,101325,284.25,284.25,0.989,1,180,1,3.1,1.0472,349,0.0001,33.2767,33.2767,1.49589,280.133,284.151,11941900,11941200,0.732689,-1.53449
11944800,101325,283.75,284.25,0.96,1,90,1,3.6,0.872665,349,0.0001,108.459,108.459,1.31032,280.018,283.889,11945500,11944800,0.732689,-1.53449
11948400,101325,283.75,284.25,0.96,1,120,1,4.6,0.698132,348.35,0.5,182.355,182.332,1.11772,280.018,283.889,11949100,11948400,0.732689,-1.53449
11952000,101325,283.15,284.25,0.93,1,150,1,3.1,0.872665,352.077,1,254.156,254.178,0.92336,279.879,283.615,11952700,11952000,0.732689,-1.53449
11955600,101325,284.85,285.95,0.93,1,240,1,3.1,0.698132,361.799,1,337.568,341.069,0.733992,281.948,285.28,11956300,11955600,0.732689,-1.53449
11959200,101325,285.35,287.05,0.9,1,490,1,3.1,1.22173,357,118.599,493.429,383.701,0.561726,283.148,286.056,11959900,11959200,0.732689,-1.53449
11962800,101325,285.95,288.75,0.84,0.7,1680,0.7,4.1,0.872665,351.323,250.309,622.654,392.431,0.433329,280.368,287.06,11963500,11962800,0.732689,-1.53449
11966400,101325,285.35,290.95,0.7,0.5,2000,0.5,4.1,0.872665,355.088,346.272,700.651,385.396,0.397444,280.93,287.478,11967100,11966400,0.732689,-1.53449
11970000,101325,286.45,292.05,0.7,0.4,2000,0.4,5.2,0.698132,355.213,545.706,810.873,317.572,0.476066,281.711,288.472,11970700,11970000,0.732689,-1.53449
11973600,101325,284.85,291.45,0.65,0.3,2000,0.3,5.2,0.698132,340.774,677.729,796.911,250.304,0.626465,280.213,287.297,11974300,11973600,0.732689,-1.53449
11977200,101325,284.25,291.45,0.63,0.011,2000,0.011,5.2,1.22173,333.5,622.635,639.753,207.678,0.807468,277.293,287.039,11977900,11977200,0.732689,-1.53449
11980800,101325,283.15,291.45,0.59,0.011,2000,0.011,2.6,1.39626,332.5,524.908,454.613,170.567,0.999665,277.042,286.517,11981500,11980800,0.732689,-1.53449
11984400,101325,283.75,290.95,0.63,0.011,2000,0.011,4.6,0.872665,328.136,369.638,262.295,120.998,1.19378,276.704,286.601,11985100,11984400,0.732689,-1.53449
11988000,101325,283.15,289.25,0.67,0.011,2000,0.011,4.6,0.872665,320.578,140.445,90.4818,64.5874,1.38392,274.951,285.59,11988700,11988000,0.732689,-1.53449
11991600,101325,282.55,288.15,0.7,0.011,2000,0.011,4.1,0.872665,313.786,2.25882,10.3491,11.3894,1.56487,273.769,284.95,11992300,11991600,0.732689,-1.53449
11995200,101325,282.05,286.45,0.75,0.011,2000,0.011,3.1,0.872665,307.5,0.0001,0.328125,0.216346,1.73063,272.04,283.943,11995900,11995200,0.732689,-1.53449
11998800,101325,282.05,285.35,0.8,0.011,2000,0.011,3.1,0.872665,302.5,0.0001,0.0001,0.0001,1.87363,270.996,283.43,11999500,11998800,0.732689,-1.53449
12002400,101325,281.45,284.25,0.83,0.011,2000,0.011,2.1,0.872665,297.5,0.0001,0.0001,0.0001,1.98427,269.815,282.684,12003100,12002400,0.732689,-1.53449
12006000,101325,281.45,283.15,0.89,0.011,2000,0.011,2.1,0.698132,292.5,0.0001,0.0001,0.0001,2.05194,268.771,282.182,12006700,12006000,0.732689,-1.53449
12009600,101325,280.35,282.05,0.89,0.011,2000,0.011,1.5,0.174533,287.375,0.0001,0.0001,0.0001,2.06812,267.48,281.118,12010300,12009600,0.732689,-1.53449
12013200,101325,279.85,280.95,0.93,0.011,2000,0.011,2.1,0.174533,283.375,0.0001,0.0001,0.0001,2.03048,266.324,280.383,12013900,12013200,0.732689,-1.53449
12016800,101325,279.25,280.35,0.93,0.011,2000,0.011,0.000001,0.001,280.5,0.0001,0.0001,0.0001,1.94424,265.62,279.795,12017500,12016800,0.732689,-1.53449
12020400,101325,278.75,279.85,0.93,0.011,2000,0.2,0.000001,0.001,278.611,0.0001,0.0001,0.0001,1.81929,265.033,279.305,12021100,12020400,0.732689,-1.53449
12024000,101325,278.75,280.35,0.89,0.011,2000,0.1,0.000001,0.001,286.66,1.30392,2.64953,0.0001,1.66605,265.506,279.474,12024700,12024000,0.732689,-1.53449
12027600,101325,279.85,280.95,0.93,0.2,2000,0.2,0.000001,0.001,302.951,72.0349,29.7925,30.0867,1.49331,268.335,280.383,12028300,12027600,0.732689,-1.53449
12031200,101325,282.55,284.25,0.9,0.2,2000,0.2,0.000001,0.001,313.497,331.954,171.623,75.212,1.30793,272.102,283.339,12031900,12031200,0.732689,-1.53449
12034800,101325,281.45,286.45,0.72,0.1,2000,0.1,3.1,0.523599,318.795,542.844,357.523,115.654,1.11543,273.033,283.627,12035500,12034800,0.732689,-1.53449
12038400,101325,280.35,288.75,0.58,0.1,2000,0.1,5.2,0.698132,331.83,654.3,548.066,145.891,0.921054,274.971,284.075,12039100,12038400,0.732689,-1.53449
12042000,101325,281.45,290.95,0.54,0.2,2000,0.2,4.1,0.872665,346.781,658.086,677.877,184.987,0.7315,278.26,285.431,12042700,12042000,0.732689,-1.53449
12045600,101325,283.15,293.15,0.53,0.2,2000,0.2,3.1,0.698132,353.75,620.152,759.885,231.762,0.5588,280.762,287.132,12046300,12045600,0.732689,-1.53449
12049200,101325,283.15,293.75,0.51,0.2,2000,0.2,2.6,1.0472,359.091,619.231,832.057,267.745,0.429723,281.336,287.339,12049900,12049200,0.732689,-1.53449
12052800,101325,283.15,295.35,0.46,0.2,2000,0.2,3.1,0.349066,364.184,680.923,879.751,249.323,0.393471,282.869,287.872,12053500,12052800,0.732689,-1.53449
12056400,101325,282.55,295.95,0.43,0.2,2000,0.2,4.1,1.22173,369.642,691.05,868.457,249.285,0.472521,283.302,287.86,12057100,12056400,0.732689,-1.53449
12060000,101325,283.75,296.45,0.45,0.3,2000,0.4,3.6,0.523599,370.233,663.826,779.068,238.877,0.623442,284.763,288.588,12060700,12060000,0.732689,-1.53449
12063600,101325,282.05,296.45,0.4,0.2,2000,0.2,5.7,0.698132,365.569,611.76,622,197.094,0.804741,283.663,287.744,12064300,12063600,0.732689,-1.53449
12067200,101325,283.15,294.85,0.48,0.3,2000,0.3,5.2,0.523599,362.024,512.7,444,164.495,0.997044,283.086,287.784,12067900,12067200,0.732689,-1.53449
12070800,101325,282.55,294.25,0.47,0.3,2000,0.3,5.2,0.523599,359.382,297.441,236.182,113.531,1.19113,282.369,287.145,12071500,12070800,0.732689,-1.53449
12074400,101325,282.05,293.15,0.49,0.4,2000,0.5,3.6,0.698132,348.571,88.2315,66.4314,58.8358,1.38116,281.751,286.553,12075100,12074400,0.732689,-1.53449
12078000,101325,282.05,290.35,0.58,0.2,2000,0.6,3.6,0.698132,327.839,20.1637,12.6366,9.33333,1.56191,277.826,285.444,12078700,12078000,0.732689,-1.53449
12081600,101325,282.55,288.15,0.7,0.011,2000,0.2,3.1,0.872665,313.143,0.0001,0.0001,0.0001,1.72743,273.769,284.95,12082300,12081600,0.732689,-1.53449
12085200,101325,282.05,286.45,0.75,0.011,2000,0.011,1.5,0.698132,302.924,0.0001,0.0001,0.0001,1.87015,272.04,283.943,12085900,12085200,0.732689,-1.53449
12088800,101325,282.05,283.15,0.93,0.011,2000,0.011,1,3.31613,292.121,0.0001,0.0001,0.0001,1.98053,268.906,282.538,12089500,12088800,0.732689,-1.53449
12092400,101325,281.45,282.05,0.96,0.011,2000,0.011,0.000001,0.001,294.193,0.0001,0.0001,0.0001,2.04803,267.727,281.714,12093100,12092400,0.732689,-1.53449
12096000,101325,280.35,281.45,0.93,0.2,2000,0.2,0.000001,0.001,294.976,0.0001,0.0001,0.0001,2.06421,268.926,280.873,12096700,12096000,0.732689,-1.53449
12099600,101325,279.25,280.95,0.89,0.2,2000,0.2,0.000001,0.001,292.524,0.0001,0.0001,0.0001,2.02675,268.198,280.054,12100300,12099600,0.732689,-1.53449
12103200,101325,278.75,280.35,0.89,0.3,2000,0.3,0.000001,0.001,295.033,0.0001,0.0001,0.0001,1.94083,268.17,279.474,12103900,12103200,0.732689,-1.53449
12106800,101325,279.85,280.95,0.93,0.3,2000,0.3,2.1,3.66519,298.025,0.0001,0.0001,0.0001,1.81622,268.996,280.383,12107500,12106800,0.732689,-1.53449
12110400,101325,280.35,282.05,0.89,0.2,2000,0.8,0.000001,0.001,300.067,1.98661,3.53484,3.18182,1.6633,269.499,281.118,12111100,12110400,0.732689,-1.53449
12114000,101325,280.35,282.05,0.89,0.3,2000,0.9,1.5,5.75959,306.69,79.9712,47.83,37.0409,1.49083,270.163,281.118,12114700,12114000,0.732689,-1.53449
12117600,101325,282.05,284.25,0.86,0.3,2000,0.8,0.000001,0.001,319.893,208.376,150.625,104.772,1.30564,272.659,282.966,12118300,12117600,0.732689,-1.53449
12121200,101325,283.15,287.55,0.75,0.2,2000,0.6,0.000001,0.001,329.786,449.839,341.292,127.171,1.11324,275.398,284.956,12121900,12121200,0.732689,-1.53449
12124800,101325,282.05,290.35,0.58,0.1,2000,0.3,2.1,5.58505,335.964,739.985,569.369,118.726,0.918845,276.889,285.444,12125500,12124800,0.732689,-1.53449
12128400,101325,281.45,293.15,0.47,0.011,2000,0.2,2.1,4.36332,349.294,815.275,748.588,132.609,0.729111,278.264,286.259,12129100,12128400,0.732689,-1.53449
12132000,101325,281.45,297.55,0.36,0.011,2000,0.1,0.000001,0.001,363.912,861.435,873.355,138,0.555985,282.44,287.87,12132700,12132000,0.732689,-1.53449
12135600,101325,280.35,299.25,0.3,0.011,2000,0.011,3.1,0.872665,369.619,876.847,947.09,142,0.426228,283.791,287.959,12136300,12135600,0.732689,-1.53449
12139200,101325,282.05,299.85,0.33,0.011,2000,0.011,2.6,1.5708,373.458,879.044,959.95,144.218,0.389594,284.766,288.992,12139900,12139200,0.732689,-1.53449
12142800,101325,281.45,300.35,0.3,0.011,2000,0.011,5.2,1.39626,371.115,877.195,930.574,140.721,0.46905,285.098,288.738,12143500,12142800,0.732689,-1.53449
12146400,101325,277.05,300.35,0.22,0.011,2000,0.011,3.6,0.872665,373.374,781.798,782.914,146.3,0.620476,284.033,287.019,12147100,12146400,0.732689,-1.53449
12150000,101325,280.95,299.85,0.3,0.1,2000,0.4,4.1,1.0472,376.011,722.369,634.122,137.708,0.802059,285.686,288.384,12150700,12150000,0.732689,-1.53449
12153600,101325,280.35,299.25,0.3,0.1,2000,0.4,3.6,1.5708,372.504,663.778,486.056,122.414,0.994462,284.97,287.959,12154300,12153600,0.732689,-1.53449
12157200,101325,280.35,298.75,0.31,0.1,2000,0.4,4.6,1.5708,368.144,507.013,294.086,99.2363,1.18852,284.494,287.802,12157900,12157200,0.732689,-1.53449
12160800,101325,280.35,297.05,0.34,0.1,2000,0.4,2.1,1.39626,351.444,312.165,115.179,54.4718,1.37843,282.875,287.136,12161500,12160800,0.732689,-1.53449
12164400,101325,279.25,293.75,0.39,0.011,2000,0.2,3.6,1.91986,332.295,62.856,13.123,11.3065,1.559,278.316,285.51,12165100,12164400,0.732689,-1.53449
12168000,101325,280.35,290.95,0.5,0.011,2000,0.011,3.1,1.91986,328.08,0.0659722,0.31375,0.125,1.72428,275.92,284.895,12168700,12168000,0.732689,-1.53449
12171600,101325,279.85,290.95,0.48,0.011,2000,0.011,2.6,1.91986,319.217,0.0001,0.0001,0.0001,1.86673,275.803,284.624,12172300,12171600,0.732689,-1.53449
12175200,101325,280.35,287.05,0.64,0.011,2000,0.011,1.5,3.14159,304.658,0.0001,0.0001,0.0001,1.97686,272.221,283.296,12175900,12175200,0.732689,-1.53449
12178800,101325,279.25,284.85,0.69,0.011,2000,0.011,0.000001,0.001,297.925,0.0001,0.0001,0.0001,2.04422,269.883,281.869,12179500,12178800,0.732689,-1.53449
12182400,101325,280.35,283.75,0.8,0.011,2000,0.011,0.000001,0.001,297.117,0.0001,0.0001,0.0001,2.06041,269.092,281.929,12183100,12182400,0.732689,-1.53449
12186000,101325,280.35,283.75,0.8,0.011,2000,0.011,0.000001,0.001,293.646,0.0001,0.0001,0.0001,2.02314,269.092,281.929,12186700,12186000,0.732689,-1.53449
12189600,101325,279.25,282.55,0.8,0.011,2000,0.011,2.1,5.75959,289.337,0.0001,0.0001,0.0001,1.93752,267.704,280.803,12190300,12189600,0.732689,-1.53449
12193200,101325,279.85,282.05,0.86,0.011,2000,0.011,0.000001,0.001,284.779,0.0001,0.0001,0.0001,1.81326,267.367,280.859,12193900,12193200,0.732689,-1.53449
12196800,101325,278.75,280.95,0.86,0.011,2000,0.011,0.000001,0.001,288.652,0.0001,3.28218,1.80556,1.66065,266.075,279.805,12197500,12196800,0.732689,-1.53449
12200400,101325,278.75,282.55,0.77,0.1,2000,0.1,2.1,4.88692,303.232,152.516,40.4652,28.3477,1.48845,268.701,280.532,12201100,12200400,0.732689,-1.53449
12204000,101325,283.15,286.45,0.8,0.011,2000,0.011,0.000001,0.001,322.866,458.124,194.394,63.3111,1.30344,272.289,284.462,12204700,12204000,0.732689,-1.53449
12207600,101325,284.85,291.45,0.65,0.011,2000,0.011,0.000001,0.001,343.015,663.424,387.884,91.9107,1.11114,277.43,287.297,12208300,12207600,0.732689,-1.53449
12211200,101325,283.15,294.85,0.48,0.011,2000,0.011,2.1,2.61799,353.598,751.84,578.666,116.375,0.916735,280.274,287.784,12211900,12211200,0.732689,-1.53449
12214800,101325,282.05,297.05,0.39,0.011,2000,0.011,2.6,2.26893,362.24,813.632,748.364,134.325,0.726826,282.107,288.03,12215500,12214800,0.732689,-1.53449
12218400,101325,281.45,298.75,0.34,0.011,2000,0.011,3.1,2.44346,365.298,849.578,874.723,146.031,0.553281,283.579,288.384,12219100,12218400,0.732689,-1.53449
12222000,101325,280.35,298.75,0.31,0.011,2000,0.011,2.6,2.96706,366.311,865.879,945.928,153.158,0.422847,283.317,287.802,12222700,12222000,0.732689,-1.53449
12225600,101325,279.85,299.85,0.28,0.011,2000,0.011,4.1,1.39626,371.97,875.568,969.875,154.884,0.385815,284.24,287.971,12226300,12225600,0.732689,-1.53449
12229200,101325,280.35,300.95,0.27,0.011,2000,0.011,5.2,1.5708,378.489,842.63,906.972,150.04,0.465654,285.403,288.519,12229900,12229200,0.732689,-1.53449
12232800,101325,282.05,300.35,0.32,0.1,2000,0.3,5.2,1.39626,382.962,789.019,783.033,140.619,0.617566,286.426,289.152,12233500,12232800,0.732689,-1.53449
12236400,101325,281.45,300.35,0.3,0.1,2000,0.2,4.6,1.74533,376.062,755.373,661.838,131.537,0.799422,286.282,288.738,12237100,12236400,0.732689,-1.53449
